Phase,Category,Location/File,Details/Token,Status/Verdict,Evidence/Reason
Phase 4,Foreign Character Audit,Joshua 15:7,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Joshua 15:8,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Joshua 16:3,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Joshua 16:5,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Joshua 18:13,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Joshua 18:14,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Joshua 18:16,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Joshua 18:16,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Joshua 18:16,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Joshua 18:17,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Joshua 18:18,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Joshua 18:21,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Joshua 19:20,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Joshua 19:37,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Joshua 21:22,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Judges 9:46,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Judges 10:6,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Ruth 3:10,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Ruth 3:10,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,1 Samuel 13:18,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,2 Samuel 6:8,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,2 Samuel 17:17,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,1 Kings 1:9,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,1 Kings 6:1,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,1 Kings 6:37,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,1 Kings 8:25,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,1 Kings 9:13,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,1 Kings 9:17,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,2 Kings 23:10,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,1 Chronicles 1:49,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,1 Chronicles 1:50,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,1 Chronicles 6:68,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,1 Chronicles 7:24,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,1 Chronicles 7:24,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,1 Chronicles 7:24,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,1 Chronicles 13:11,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,1 Chronicles 16:36,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,1 Chronicles 27:28,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,2 Chronicles 8:5,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,2 Chronicles 8:5,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,2 Chronicles 20:2,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,2 Chronicles 25:13,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,2 Chronicles 28:3,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,2 Chronicles 33:6,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Nehemiah 3:14,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Nehemiah 8:6,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Nehemiah 8:6,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Job 15:3,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Job 34:22,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 9:16,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 34:16,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 41:13,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 41:13,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 72:19,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 72:19,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 89:52,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 89:52,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 106:48,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:1,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:9,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:17,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:25,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:41,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:48,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:49,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:57,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:64,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:73,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:81,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:88,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:89,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:97,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:105,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:113,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:115,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:121,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:145,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:153,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Psalms 119:161,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Ecclesiastes 5:7,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Ecclesiastes 8:11,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Ecclesiastes 8:11,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Isaiah 8:1,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Isaiah 8:1,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Isaiah 8:1,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Isaiah 8:3,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Isaiah 8:3,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Isaiah 8:3,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Isaiah 30:11,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Isaiah 44:9,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Isaiah 57:12,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 2:8,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 3:23,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 6:1,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 7:8,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 7:31,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 7:32,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 16:19,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 18:12,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 19:2,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 19:6,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 20:3,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 23:2,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 23:22,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 32:31,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 32:32,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 32:35,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 39:3,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 39:3,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 39:13,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 48:22,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Jeremiah 51:41,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Ezekiel 3:19,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Ezekiel 13:20,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Ezekiel 20:43,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Ezekiel 36:17,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Ezekiel 36:17,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Ezekiel 36:31,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Ezekiel 36:31,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Daniel 5:24,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Daniel 5:24,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Daniel 5:26,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Daniel 5:27,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Hosea 7:15,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Zephaniah 3:7,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Zechariah 1:4,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Matthew 16:17,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Mark 16:20,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Luke 17:10,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,John 3:20,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,John 6:63,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,John 12:19,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Acts 2:4,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
Phase 4,Foreign Character Audit,Acts 2:23,Char: ‌ (U+200C),VERIFIED_CORRECT,Source: SQLite. Zero-Width Non-Joiner is morphologically correct and required for proper Telugu script rendering at conjunct boundaries.
